"证券代码
Securities Code","证券名称
Securities Name","证券英文名称
Securities Name(Eng.)","交易所
Exchange","中证一级代码
CICS 1st Level Code","中证一级名称
CICS 1st Level Name","中证一级英文名称
CICS 1st Level Name(Eng.)","中证二级代码
CICS 2nd Level Code","中证二级名称
CICS 2nd Level Name","中证二级英文名称
CICS 2nd Level Name(Eng.)","中证三级代码
CICS 3rd Level Code","中证三级名称
CICS 3rd Level Name","中证三级英文名称
CICS 3rd Level Name(Eng.)","中证四级代码
CICS 4th Level Code","中证四级名称
CICS 4th Level Name","中证四级英文名称
CICS 4th Level Name(Eng.)","沪深300行业指数
CSI300 Sector Index","沪深300行业指数英文名称
CSI300 Sector Index Name (Eng.)"
600535,天士力,"TASLY PHARMACEUTICAL GROUP CO.,LTD",Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020202,中药,Traditional Chinese Medicine,300医药,CSI 300 Health Care
600536,中国软件,China National Software & Service Co Ltd,Shanghai,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
600537,亿晶光电,"Eging Photovoltaic Technology Co., Ltd.",Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010403,新能源设备,New Energy Equipment,,
600538,国发股份,Beihai Gofar Marine Biological Industry Co Ltd,Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020203,药品经销商,Drug Distributors,,
600539,ST狮头,Taiyuan Lion-head Cement Co Ltd,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020107,环保设备、工程与服务,"Environmental Protection Equipment, Engineering and Service",02010701,环保设备,Environmental Protection Equipment,,
600540,新赛股份,Xinjiang Sayram Modern Agriculture Co Ltd,Shanghai,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040204,农牧渔产品,"Agriculture,Animal Husbandry and Fishery Products",04020403,其他农产品,Other Agriculture Products,,
600543,莫高股份,Gansu Mogao Industrial Development Co Ltd,Shanghai,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040201,饮料,Beverages,04020104,葡萄酒及其他,Vintners & Others,,
600545,卓郎智能,Saurer Intelligent Technology Co. Ltd.,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
600546,山煤国际,"Shanxi Coal International Energy Group Co., Ltd",Shanghai,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020104,工业品贸易商,Industrial Products Traders,,
600547,山东黄金,Shandong Gold-Mining Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010503,黄金及其它贵金属,Gold & Other Precious Metal,300材料,CSI 300 Materials
600548,深高速,Shenzhen Expressway Co Ltd,Shanghai,02,工业,Industrials,0203,交通运输,Transportation,020305,交通基本设施,Transportation Infrastructure,02030502,高速公路,Highways,,
600549,厦门钨业,Xiamen Tungsten Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010504,稀有金属,Rare Metals,,
600550,保变电气,Baoding Tianwei Baobian Electric Co Ltd,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010402,重型电气设备,Heavy Electrical Equipment,,
600551,时代出版,"Time Publishing and Media Co., Ltd.",Shanghai,03,可选消费,Consumer Discretionary,0304,传媒,Media,030401,传媒,Media,03040104,出版,Publishing,,
600552,凯盛科技,"TRIUMPH SCIENCE & TECHNOLOGY CO., LTD",Shanghai,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020202,光电子器件,Optoelectronic Devices,,
600555,海航创新,"HNA INNOVATION CO.,LTD.",Shanghai,03,可选消费,Consumer Discretionary,0303,消费者服务,Consumer Services,030301,酒店、餐馆与休闲,"Hotels, Restaurants & Leisure",03030103,休闲服务,Leisure Services,,
600556,ST慧球,"Guangxi Future Technology Co., Ltd.",Shanghai,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
600557,康缘药业,Jiangsu Kanion Pharmaceutical Co Ltd,Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020202,中药,Traditional Chinese Medicine,,
600558,大西洋,"Atlantic China Welding Consumables,Inc",Shanghai,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010505,其它有色金属及合金,Other Non-ferrous Metal ,,
600559,老白干酒,"Hebei Hengshui Laobaigan Liquor Co.,Ltd.",Shanghai,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040201,饮料,Beverages,04020101,白酒,White Liquor,,
600560,金自天正,Beijing Aritime Intelligent Control Co Ltd,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
600561,江西长运,Jiangxi Changyun Co Ltd,Shanghai,02,工业,Industrials,0203,交通运输,Transportation,020304,道路运输,Road Transport,02030403,公共交通,Public Transportation,,
600562,国睿科技,"Glarun Technology Co.,Ltd.",Shanghai,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
600563,法拉电子,"Xiamen Faratronic Co.,Ltd.",Shanghai,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
600565,迪马股份,Chongqing Dima Industry Co Ltd,Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
600566,济川药业,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD.",Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020202,中药,Traditional Chinese Medicine,300医药,CSI 300 Health Care
600567,山鹰纸业,Anhui Shan Ying Paper Industry Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010104,容器与包装,Containers & Packaging,01010402,纸材料包装,Paper Packaging,,
600568,中珠医疗,"ZhongZhu Healthcare Holding Co., Ltd",Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
600569,安阳钢铁,Anyang Iron & Steel Inc,Shanghai,01,原材料,Materials,0101,原材料,Materials,010106,钢铁,Steel,01010601,钢铁,Steel,,
600570,恒生电子,Hundsun Technologies Inc.,Shanghai,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,300信息,CSI 300 Info Technology
600571,信雅达,"Sunyard System Engineering Co.,Ltd.",Shanghai,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
600572,康恩贝,Zhejiang Conba Pharmaceutical Co Ltd,Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020202,中药,Traditional Chinese Medicine,,
600573,惠泉啤酒,Fujian Yanjing Huiquan Brewery Co Ltd,Shanghai,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040201,饮料,Beverages,04020102,啤酒,Brewers,,
600575,淮河能源,"Huaihe Energy (Group) Co.,Ltd",Shanghai,02,工业,Industrials,0203,交通运输,Transportation,020301,航空货运与物流,Air Freight & Logistics,02030102,物流,Logistics,,
600576,祥源文化,"Zhejiang Sunriver Culture Co.,Ltd",Shanghai,03,可选消费,Consumer Discretionary,0304,传媒,Media,030401,传媒,Media,03040103,电影与娱乐,Movies & Entertainment,,
600577,精达股份,Tongling Jingda Special Magnet Wire Co Ltd,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
600578,京能电力,"BEIJING JINGNENG POWER CO., LTD.",Shanghai,09,公用事业,Utilities,0901,公用事业,Utilities,090101,电力,Power,09010101,火电,Thermal Power,,
600579,克劳斯,KraussMaffei Company Limited.,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
600580,卧龙电驱,"Wolong Electric Group Co.,Ltd",Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
600581,八一钢铁,Xinjiang Ba Yi Iron & Steel Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010106,钢铁,Steel,01010601,钢铁,Steel,,
600582,天地科技,Tiandi Science & Technology Co Ltd,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
600583,海油工程,Offshore Oil Engineering Co Ltd,Shanghai,00,能源,Energy,0001,能源,Energy,000101,能源开采设备与服务,Energy Equipment & Services,00010102,石油与天然气开采设备与服务,Oil & Gas Equipment & Services,300能源,CSI 300 Energy
600584,长电科技,"JCET Group Co., Ltd.",Shanghai,07,信息技术,Information Technology,0703,半导体,Semiconductors,070301,半导体,Semiconductors,07030101,半导体,Semiconductors,,
600585,海螺水泥,Anhui Conch Cement Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010103,建筑材料,Construction Materials,01010301,水泥,Cement,300材料,CSI 300 Materials
600586,金晶科技,Shandong Jinjing Science & Technology Stock Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010103,建筑材料,Construction Materials,01010302,玻璃,Glass,,
600587,新华医疗,"Shinva Medical Instrument Co.,Ltd.",Shanghai,05,医药卫生,Health Care,0501,医疗器械与服务,Health Care Devices and Services,050101,医疗器械,Health Care Devices,05010101,医疗器械,Medical Devices,,
600588,用友网络,"Yonyou Network Technology Co., Ltd.",Shanghai,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,300信息,CSI 300 Info Technology
600589,广东榕泰,Guangdong Rongtai Industry Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010207,其他化学制品,Other Chemicals,,
600590,泰豪科技,Tellhow Sci-Tech Co Ltd,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
600592,龙溪股份,Fujian Longxi Bearing (Group) Co Ltd,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
600593,大连圣亚,"Dalian Sunasia Tourism Holding Co.,Ltd",Shanghai,03,可选消费,Consumer Discretionary,0303,消费者服务,Consumer Services,030301,酒店、餐馆与休闲,"Hotels, Restaurants & Leisure",03030103,休闲服务,Leisure Services,,
600594,益佰制药,Guizhou Yibai Pharmaceutical Co Ltd,Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020202,中药,Traditional Chinese Medicine,,
600595,*ST中孚,Henan Zhongfu Industry Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010501,铝,Aluminum,,
600596,新安股份,Zhe Jiang Xinan Chemical Industrial Group Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010206,化肥与农药,Fertilizers & Agricultural Chemicals,,
600597,光明乳业,Bright Dairy & Food Co Ltd,Shanghai,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040202,包装食品与肉类,Packaged Foods & Meats,04020201,包装食品与肉类,Packaged Foods & Meats,,
600598,北大荒,Heilongjiang Agriculture Co Ltd,Shanghai,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040204,农牧渔产品,"Agriculture,Animal Husbandry and Fishery Products",04020403,其他农产品,Other Agriculture Products,,
600599,熊猫金控,"Panda Financial Holding Corp., Ltd.",Shanghai,06,金融地产,Financials,0602,其他金融,Other Financials,060201,其他金融服务,Other Financial Services,06020103,特殊金融服务,Specialized Finance,,
600600,青岛啤酒,Tsingtao Brewery Co Ltd,Shanghai,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040201,饮料,Beverages,04020102,啤酒,Brewers,,
600601,方正科技,Founder Technology Group Corp.,Shanghai,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070201,电脑与外围设备,Computers & Peripherals,07020101,电脑与外围设备,Computers & Peripherals,,
600602,云赛智联,INESA Intelligent Tech Inc.,Shanghai,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
600603,广汇物流,"GUANGHUI LOGISTICS CO., LTD",Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050102,园区,Zone,,
600604,市北高新,"Shanghai Shibei Hi-Tech Co.,Ltd.",Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050102,园区,Zone,,
600605,汇通能源,"Shanghai Huitong Energy Co.,Ltd",Shanghai,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020104,工业品贸易商,Industrial Products Traders,,
600606,绿地控股,Greenland Holdings Corporation Limited,Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,300金融,CSI 300 Financials
600608,ST沪科,"Shanghai Broadband Technology Co.,Ltd",Shanghai,01,原材料,Materials,0101,原材料,Materials,010106,钢铁,Steel,01010601,钢铁,Steel,,
600609,金杯汽车,Shenyang Jinbei Automotive Co Ltd,Shanghai,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
600610,*ST毅达,"Shanghai Zhongyida Co., Ltd.",Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020103,建筑与工程,Construction & Engineering,02010301,土木工程,Civil Engineering,,
600611,大众交通,Dazhong Transportation (Group) Co Ltd,Shanghai,02,工业,Industrials,0203,交通运输,Transportation,020304,道路运输,Road Transport,02030402,公路运输,Highway Transport,,
600612,老凤祥,"Lao Feng Xiang Co.,Ltd.",Shanghai,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030204,珠宝与奢侈品,Jewellery & Luxury Goods,03020401,珠宝与奢侈品,Jewellery & Luxury Goods,,
600613,神奇制药,"Shanghai Shenqi Pharmaceutical Investment Management Co., Ltd.",Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020202,中药,Traditional Chinese Medicine,,
600614,*ST鹏起,"PENGQI TECHNOLOGY DEVELOPMENT Co., LTD",Shanghai,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010505,其它有色金属及合金,Other Non-ferrous Metal ,,
600615,丰华股份,Shanghai Fenghwa Group Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010505,其它有色金属及合金,Other Non-ferrous Metal ,,
600616,金枫酒业,Shanghai Jinfeng Wine Co Ltd,Shanghai,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040201,饮料,Beverages,04020103,黄酒,Yellow Wine,,
600617,国新能源,SHANXI GUOXIN ENERGY CORPORATION LIMITED,Shanghai,09,公用事业,Utilities,0901,公用事业,Utilities,090102,燃气,Gas,09010201,燃气,Gas,,
600618,氯碱化工,Shanghai Chlor-Alkali Chemical Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010101,化学原料,Chemical Materials,01010101,化学原料,Chemical Materials,,
600619,海立股份,Shanghai Highly (Group) Co Ltd,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
600620,天宸股份,Shanghai Tianchen Co Ltd,Shanghai,02,工业,Industrials,0203,交通运输,Transportation,020304,道路运输,Road Transport,02030402,公路运输,Highway Transport,,
600621,华鑫股份,"SHANGHAI CHINAFORTUNE CO., LTD",Shanghai,06,金融地产,Financials,0603,资本市场,Capital Markets,060301,资本市场,Capital Markets,06030102,投资银行业与经纪业,Investment Banking & Brokerage,,
600622,光大嘉宝,"Everbright Jiabao Co., Ltd.",Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
600623,华谊集团,Shanghai Huayi Group Corporation Limited,Shanghai,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010102,轮胎,Tires,,
600624,复旦复华,Shanghai Fudan Forward Science And Technology Co Ltd,Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
600626,申达股份,Shanghai Shenda Co Ltd,Shanghai,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020104,工业品贸易商,Industrial Products Traders,,
600628,新世界,Shanghai New World Co Ltd,Shanghai,03,可选消费,Consumer Discretionary,0305,零售业,Retailing,030503,多元化零售,Multiline Retail,03050301,百货商店,Department Stores,,
600629,华建集团,"East China Construction Group Co., Ltd.",Shanghai,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020105,其他商业服务,Other Commercial Services,,
600630,龙头股份,Shanghai Dragon Corporation,Shanghai,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030203,纺织服装,Textiles & Apparel,03020303,纺织品,Textiles,,
600633,浙数文化,"Zhe Jiang Daily Digital Culture Group Co.,Ltd.",Shanghai,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010101,互联网信息服务,Internet Information Services,,
600634,*ST富控,"Shanghai Fukong Interactive Entertainment CO.,Ltd",Shanghai,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010102,移动互联网信息服务,Mobile Internet Information Service,,
600635,大众公用,Shanghai Dazhong Public Utilities (Group) Co Ltd,Shanghai,09,公用事业,Utilities,0901,公用事业,Utilities,090102,燃气,Gas,09010201,燃气,Gas,,
600636,三爱富,"CHINA REFORM CULTURE HOLDINGS CO., LTD.",Shanghai,01,原材料,Materials,0101,原材料,Materials,010101,化学原料,Chemical Materials,01010101,化学原料,Chemical Materials,,
600637,东方明珠,"Shanghai Oriental Pearl Media Co., Ltd.",Shanghai,03,可选消费,Consumer Discretionary,0304,传媒,Media,030401,传媒,Media,03040102,广播与有线电视,Broadcasting & Cable TV,300可选,CSI 300 Cons Disc
600638,新黄浦,Shanghai New Huang Pu Real Estate Co Ltd,Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
600639,浦东金桥,Shanghai Jinqiao Export Processing Zone Development Co Ltd,Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060502,房地产管理与服务,Real Estate Management & Services,06050201,房地产管理与服务,Real Estate Management & Services,,
600640,号百控股,"Besttone Holding Co.,Ltd",Shanghai,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010101,互联网信息服务,Internet Information Services,,
600641,万业企业,Shanghai Wanye Enterprises Co Ltd,Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
600642,申能股份,Shenergy Co Ltd,Shanghai,09,公用事业,Utilities,0901,公用事业,Utilities,090102,燃气,Gas,09010201,燃气,Gas,,
600643,爱建集团,"SHANGHAI AJ GROUP CO.,LTD.",Shanghai,06,金融地产,Financials,0602,其他金融,Other Financials,060201,其他金融服务,Other Financial Services,06020101,其它综合性金融服务, Other Diversified Financial Services,,
600644,乐山电力,"Leshan Electric Power Co.,Ltd",Shanghai,09,公用事业,Utilities,0901,公用事业,Utilities,090101,电力,Power,09010102,水电,Hydropower,,
600645,中源协和,"ZHONGYUAN UNION CELL & GENE ENGINEERING CORP., LTD",Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050203,制药与生物科技服务,Pharmaceutical & Biotechnology Services,05020301,制药与生物科技服务,Pharmaceutical & Biotechnology Services,,
600647,同达创业,Shanghai Tongda Venture Capital Co Ltd,Shanghai,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020104,工业品贸易商,Industrial Products Traders,,
600648,外高桥,"SHANGHAI WAIGAOQIAO FREE TRADE ZONE GROUP CO., LTD.",Shanghai,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020104,工业品贸易商,Industrial Products Traders,,
600649,城投控股,"Shanghai Chengtou Holding Co., Ltd.",Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
600650,锦江投资,Shanghai Jin Jiang International Industrial Investment Co Ltd,Shanghai,02,工业,Industrials,0203,交通运输,Transportation,020304,道路运输,Road Transport,02030402,公路运输,Highway Transport,,
600651,飞乐音响,Feilo Acoustics Co Ltd Shanghai,Shanghai,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020202,光电子器件,Optoelectronic Devices,,
600652,*ST游久,"SHANGHAI U9 GAME CO., LTD.",Shanghai,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010102,移动互联网信息服务,Mobile Internet Information Service,,
600653,申华控股,Shanghai Shenhua Holdings Co Ltd,Shanghai,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030102,汽车与摩托车,Automobiles & Motorcycles,03010203,汽车经销商与汽车服务,Auto Dealers & Auto Services,,
600654,*ST中安,"China Security Co., Ltd",Shanghai,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
600655,豫园股份,"SHANGHAI YUYUAN TOURIST MART (GROUP) CO., LTD.",Shanghai,03,可选消费,Consumer Discretionary,0305,零售业,Retailing,030503,多元化零售,Multiline Retail,03050301,百货商店,Department Stores,300可选,CSI 300 Cons Disc
600657,信达地产,"Cinda Real Estate Co.,Ltd.",Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
600658,电子城,Beijing Electronic Zone Investment and Development Co Ltd,Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050102,园区,Zone,,
600660,福耀玻璃,"Fuyao Glass Industry Group Co.,Ltd",Shanghai,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,300可选,CSI 300 Cons Disc
600661,昂立教育,"SHANGHAI XINNANYANG ONLY EDUCATION & TECHNOLOGY CO., LTD",Shanghai,03,可选消费,Consumer Discretionary,0303,消费者服务,Consumer Services,030302, 综合消费者服务,Diversified Consumer Services,03030201,教育服务,Education Services,,
600662,强生控股,Shanghai Qiangsheng Holding Co Ltd,Shanghai,02,工业,Industrials,0203,交通运输,Transportation,020304,道路运输,Road Transport,02030403,公共交通,Public Transportation,,
600663,陆家嘴,Shanghai Lujiazui Finance and Trade Zone Development Co Ltd,Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,300金融,CSI 300 Financials
600664,哈药股份,Harbin Pharmaceutical Group Co Ltd,Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
600665,天地源,Tande Co Ltd,Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
600666,*ST瑞德,"Aurora Optoelectronics Co., Ltd.",Shanghai,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
600667,太极实业,Wuxi Taiji Industrial Co Ltd,Shanghai,07,信息技术,Information Technology,0703,半导体,Semiconductors,070301,半导体,Semiconductors,07030101,半导体,Semiconductors,,
600668,尖峰集团,Zhejiang Jianfeng Group Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010103,建筑材料,Construction Materials,01010301,水泥,Cement,,
600671,天目药业,"Hangzhou Tianmushan Pharmaceutical Enterprise Co.,Ltd",Shanghai,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020202,中药,Traditional Chinese Medicine,,
600673,东阳光,"GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD",Shanghai,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010501,铝,Aluminum,,
600674,川投能源,Sichuan Chuantou Energy Co Ltd,Shanghai,09,公用事业,Utilities,0901,公用事业,Utilities,090101,电力,Power,09010102,水电,Hydropower,300公用,CSI 300 Utilities
600675,中华企业,China Enterprise Co Ltd,Shanghai,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
600676,交运股份,"SHANGHAI JIAO YUN GROUP CO., LTD.",Shanghai,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
600677,*ST航通,Aerospace Communications Holdings Co Ltd,Shanghai,02,工业,Industrials,0201,资本品,Capital Goods,020101,航空航天与国防,Aerospace & Defense,02010101,航空航天与国防,Aerospace & Defense,,
600678,四川金顶,Sichuan Golden Summit (Group) Joint-Stock Co Ltd,Shanghai,01,原材料,Materials,0101,原材料,Materials,010103,建筑材料,Construction Materials,01010301,水泥,Cement,,
600679,上海凤凰,"SHANGHAI PHOENIX ENTERPRISE (GROUP) CO., LTD",Shanghai,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030202,休闲设备与用品,Leisure Equipment & Products,03020201,休闲设备与用品,Leisure Equipment & Products,,
600681,百川能源,"Bestsun Energy Co., Ltd.",Shanghai,09,公用事业,Utilities,0901,公用事业,Utilities,090102,燃气,Gas,09010201,燃气,Gas,,
600682,南京新百,Nanjing Xinjiekou Department Store Co Ltd,Shanghai,03,可选消费,Consumer Discretionary,0305,零售业,Retailing,030503,多元化零售,Multiline Retail,03050301,百货商店,Department Stores,,
